sales_sk,datetime_sk,customer_sk,product_sk,store_sk,quantity,total_amount,,,,,,,,
3630,1/14/2024,6771,1,11,1,3,,,,,,,,
3631,1/14/2024,13958,23,7,3,12,,,,,,,,
3632,1/14/2024,10492,22,32,1,4,,,,,,,,
3633,1/14/2024,4495,17,20,1,4.5,,,,,,,,
3634,1/14/2024,12883,7,36,2,8,,,,,,,,
3635,1/14/2024,13752,2,40,2,7,,,,,,,,
3636,1/14/2024,1189,8,23,1,4.5,,,,,,,,
3637,1/14/2024,13436,3,36,2,8,,,,,,,,
3638,1/14/2024,6743,18,1,4,14,,,,,,,,
3639,1/14/2024,12629,17,6,1,4.5,,,,,,,,
3640,1/14/2024,10184,21,11,1,3.5,,,,,,,,
3641,1/14/2024,11342,30,14,1,5,,,,,,,,
3642,1/14/2024,9366,17,18,1,4.5,,,,,,,,
3643,1/14/2024,8212,12,40,2,10,,,,,,,,
3644,1/14/2024,3042,1,20,4,12,,,,,,,,
3645,1/14/2024,13820,12,14,2,10,,,,,,,,
3646,1/14/2024,4186,17,20,1,4.5,,,,,,,,
3647,1/14/2024,10478,1,3,4,12,,,,,,,,
3648,1/14/2024,4944,4,28,3,13.5,,,,,,,,
3649,1/14/2024,8737,28,35,1,4.8,,,,,,,,
3650,1/14/2024,6062,8,38,3,13.5,,,,,,,,
3651,1/14/2024,10151,1,8,2,6,,,,,,,,
3652,1/14/2024,2690,10,3,1,6.5,,,,,,,,
3653,1/14/2024,10637,8,1,3,13.5,,,,,,,,
3654,1/14/2024,13142,29,22,2,9.6,,,,,,,,
3655,1/14/2024,8279,7,35,1,4,,,,,,,,
3656,1/14/2024,12567,6,20,2,10,,,,,,,,
3657,1/14/2024,3723,3,4,2,8,,,,,,,,
3658,1/14/2024,12154,6,29,3,15,,,,,,,,
3659,1/14/2024,6691,13,5,1,5.5,,,,,,,,
3660,1/14/2024,12552,19,32,1,5,,,,,,,,
3661,1/14/2024,8648,2,20,2,7,,,,,,,,
3662,1/14/2024,8490,28,15,3,14.4,,,,,,,,
3663,1/14/2024,6353,17,17,2,9,,,,,,,,
3664,1/14/2024,1315,17,38,5,22.5,,,,,,,,
3665,1/14/2024,7383,9,19,1,5.5,,,,,,,,
3666,1/14/2024,8182,2,19,1,3.5,,,,,,,,
3667,1/14/2024,13311,16,31,1,3.2,,,,,,,,
3668,1/14/2024,4937,6,11,1,5,,,,,,,,
3669,1/14/2024,13357,22,19,1,4,,,,,,,,
3670,1/14/2024,549,18,5,4,14,,,,,,,,
3671,1/14/2024,12086,9,25,2,11,,,,,,,,
3672,1/14/2024,3466,16,5,3,9.6,,,,,,,,
3673,1/14/2024,8889,17,20,3,13.5,,,,,,,,
3674,1/14/2024,11647,17,7,3,13.5,,,,,,,,
3675,1/14/2024,290,28,11,1,4.8,,,,,,,,
3676,1/14/2024,14719,15,8,1,3,,,,,,,,
3677,1/14/2024,8292,5,20,4,16,,,,,,,,
3678,1/14/2024,7075,5,40,1,4,,,,,,,,
3679,1/14/2024,12171,8,3,1,4.5,,,,,,,,
3680,1/14/2024,13625,29,1,2,9.6,,,,,,,,
3681,1/14/2024,4420,27,21,2,9,,,,,,,,
3682,1/14/2024,7416,30,17,1,5,,,,,,,,
3683,1/14/2024,10571,20,8,5,17.5,,,,,,,,
3684,1/14/2024,8531,17,37,5,22.5,,,,,,,,
3685,1/14/2024,1750,15,7,2,6,,,,,,,,
3686,1/14/2024,10248,4,20,2,9,,,,,,,,
3687,1/14/2024,3687,27,39,1,4.5,,,,,,,,
3688,1/14/2024,7772,5,9,3,12,,,,,,,,
3689,1/14/2024,4646,30,6,3,15,,,,,,,,
3690,1/14/2024,8476,27,32,2,9,,,,,,,,
3691,1/14/2024,1524,12,40,2,10,,,,,,,,
3692,1/14/2024,6296,26,9,1,4.5,,,,,,,,
3693,1/14/2024,5423,13,1,1,5.5,,,,,,,,
3694,1/14/2024,1275,6,7,1,5,,,,,,,,
3695,1/14/2024,14710,5,11,1,4,,,,,,,,
3696,1/14/2024,2027,3,9,2,8,,,,,,,,
3697,1/14/2024,6288,4,30,4,18,,,,,,,,
3698,1/14/2024,9619,23,25,1,4,,,,,,,,
3699,1/14/2024,11245,22,29,2,8,,,,,,,,
3700,1/14/2024,1869,23,2,2,8,,,,,,,,
3701,1/14/2024,14248,20,21,2,7,,,,,,,,
3702,1/14/2024,13350,4,1,6,27,,,,,,,,
3703,1/14/2024,14154,25,6,2,8,,,,,,,,
3704,1/14/2024,12770,11,2,1,3.8,,,,,,,,
3705,1/14/2024,721,18,32,2,7,,,,,,,,
3706,1/14/2024,8692,9,21,1,5.5,,,,,,,,
3707,1/14/2024,7725,25,14,2,8,,,,,,,,
3708,1/14/2024,8777,2,23,1,3.5,,,,,,,,
3709,1/14/2024,12465,16,19,1,3.2,,,,,,,,
3710,1/14/2024,12651,21,28,3,10.5,,,,,,,,
3711,1/14/2024,11752,20,31,2,7,,,,,,,,
3712,1/14/2024,11329,14,8,2,6,,,,,,,,
3713,1/14/2024,7912,20,13,3,10.5,,,,,,,,
3714,1/14/2024,3172,4,36,2,9,,,,,,,,
3715,1/14/2024,3325,28,4,1,4.8,,,,,,,,
3716,1/14/2024,1075,13,13,3,16.5,,,,,,,,
3717,1/14/2024,11192,16,10,4,12.8,,,,,,,,
3718,1/14/2024,8886,8,2,2,9,,,,,,,,
3719,1/14/2024,2655,26,29,5,22.5,,,,,,,,
3720,1/14/2024,11579,18,38,1,3.5,,,,,,,,
3721,1/14/2024,5089,22,2,2,8,,,,,,,,
3722,1/14/2024,7059,11,29,1,3.8,,,,,,,,
3723,1/14/2024,393,16,20,2,6.4,,,,,,,,
3724,1/14/2024,2549,2,18,2,7,,,,,,,,
3725,1/14/2024,14825,20,21,2,7,,,,,,,,
3726,1/14/2024,2405,27,8,2,9,,,,,,,,
3727,1/14/2024,7398,4,14,1,4.5,,,,,,,,
3728,1/14/2024,8019,6,2,2,10,,,,,,,,
3729,1/14/2024,888,20,31,5,17.5,,,,,,,,
3730,1/14/2024,10554,29,27,6,28.8,,,,,,,,
3731,1/14/2024,3206,6,36,1,5,,,,,,,,
3732,1/14/2024,3491,15,6,1,3,,,,,,,,
3733,1/14/2024,12555,15,19,3,9,,,,,,,,
3734,1/14/2024,10674,19,21,2,10,,,,,,,,
3735,1/14/2024,12332,22,34,1,4,,,,,,,,
3736,1/14/2024,10115,7,4,3,12,,,,,,,,
3737,1/14/2024,8256,7,12,2,8,,,,,,,,
3738,1/14/2024,2548,3,7,1,4,,,,,,,,
3739,1/14/2024,2723,4,23,2,9,,,,,,,,
3740,1/14/2024,11805,2,27,1,3.5,,,,,,,,
3741,1/14/2024,5258,27,23,2,9,,,,,,,,
3742,1/14/2024,9922,30,9,1,5,,,,,,,,
3743,1/14/2024,7855,26,25,2,9,,,,,,,,
3744,1/14/2024,1328,15,1,3,9,,,,,,,,
3745,1/14/2024,1772,5,37,1,4,,,,,,,,
3746,1/14/2024,14152,1,4,5,15,,,,,,,,
3747,1/14/2024,8600,29,6,1,4.8,,,,,,,,
3748,1/14/2024,329,25,14,1,4,,,,,,,,
3749,1/14/2024,12560,28,7,1,4.8,,,,,,,,
3750,1/14/2024,9996,24,6,2,8.4,,,,,,,,
3751,1/14/2024,208,28,21,3,14.4,,,,,,,,
3752,1/14/2024,12052,17,6,2,9,,,,,,,,
3753,1/14/2024,8404,1,17,3,9,,,,,,,,
3754,1/14/2024,5648,1,14,1,3,,,,,,,,
3755,1/14/2024,6211,26,9,2,9,,,,,,,,
3756,1/14/2024,12597,14,7,2,6,,,,,,,,
3757,1/14/2024,1434,13,1,2,11,,,,,,,,
3758,1/14/2024,3655,28,32,2,9.6,,,,,,,,
3759,1/14/2024,12624,14,21,3,9,,,,,,,,
3760,1/14/2024,2647,30,11,1,5,,,,,,,,
3761,1/14/2024,12729,7,38,1,4,,,,,,,,
3762,1/14/2024,12967,8,40,2,9,,,,,,,,
3763,1/14/2024,3935,4,11,6,27,,,,,,,,
3764,1/14/2024,9219,15,12,4,12,,,,,,,,
3765,1/14/2024,13274,25,32,2,8,,,,,,,,
3766,1/14/2024,14411,23,8,3,12,,,,,,,,
3767,1/14/2024,7751,21,25,1,3.5,,,,,,,,
3768,1/14/2024,3848,13,7,3,16.5,,,,,,,,
3769,1/14/2024,14868,27,4,1,4.5,,,,,,,,
3770,1/14/2024,12641,29,28,1,4.8,,,,,,,,
3771,1/14/2024,6480,3,7,1,4,,,,,,,,
3772,1/14/2024,12798,22,25,1,4,,,,,,,,
3773,1/14/2024,8192,3,8,5,20,,,,,,,,
3774,1/14/2024,13110,7,9,1,4,,,,,,,,
3775,1/14/2024,14681,22,2,1,4,,,,,,,,
3776,1/14/2024,11349,22,18,2,8,,,,,,,,
3777,1/14/2024,4006,3,36,1,4,,,,,,,,
3778,1/14/2024,3851,28,30,4,19.2,,,,,,,,
3779,1/14/2024,1686,25,10,2,8,,,,,,,,
3780,1/14/2024,14799,13,36,3,16.5,,,,,,,,
3781,1/14/2024,6596,17,23,4,18,,,,,,,,
3782,1/14/2024,2713,16,17,1,3.2,,,,,,,,
3783,1/14/2024,6197,8,26,1,4.5,,,,,,,,
3784,1/14/2024,14044,5,39,1,4,,,,,,,,
3785,1/14/2024,4990,21,31,1,3.5,,,,,,,,
3786,1/14/2024,10452,9,3,3,16.5,,,,,,,,
3787,1/14/2024,7585,15,14,1,3,,,,,,,,
3788,1/14/2024,11464,12,31,1,5,,,,,,,,
3789,1/14/2024,14243,30,6,1,5,,,,,,,,
3790,1/14/2024,5559,15,28,1,3,,,,,,,,
3791,1/14/2024,7230,13,15,1,5.5,,,,,,,,
3792,1/14/2024,8565,1,20,2,6,,,,,,,,
3793,1/14/2024,5352,10,1,1,6.5,,,,,,,,
3794,1/14/2024,893,19,14,4,20,,,,,,,,
3795,1/14/2024,13430,8,22,1,4.5,,,,,,,,
3796,1/14/2024,12407,5,28,2,8,,,,,,,,
3797,1/14/2024,8102,4,8,3,13.5,,,,,,,,
3798,1/14/2024,4934,5,29,3,12,,,,,,,,
3799,1/14/2024,6471,18,37,2,7,,,,,,,,
3800,1/14/2024,5174,15,13,3,9,,,,,,,,
3801,1/14/2024,5634,12,40,2,10,,,,,,,,
3802,1/14/2024,8290,1,33,2,6,,,,,,,,
3803,1/14/2024,9042,14,21,3,9,,,,,,,,
3804,1/14/2024,12709,17,14,1,4.5,,,,,,,,
3805,1/14/2024,11107,5,20,2,8,,,,,,,,
3806,1/14/2024,14710,24,24,2,8.4,,,,,,,,
3807,1/14/2024,1191,2,10,1,3.5,,,,,,,,
3808,1/14/2024,14478,15,1,2,6,,,,,,,,
3809,1/14/2024,5626,4,4,2,9,,,,,,,,
3810,1/14/2024,3119,1,7,1,3,,,,,,,,
3811,1/14/2024,6518,30,14,2,10,,,,,,,,
3812,1/14/2024,7962,4,13,2,9,,,,,,,,
3813,1/14/2024,5755,25,39,1,4,,,,,,,,
3814,1/14/2024,4871,5,25,3,12,,,,,,,,
3815,1/14/2024,856,3,28,6,24,,,,,,,,
3816,1/14/2024,14275,14,1,1,3,,,,,,,,
3817,1/14/2024,10847,4,2,2,9,,,,,,,,
3818,1/14/2024,7459,30,14,1,5,,,,,,,,
3819,1/14/2024,1002,23,8,3,12,,,,,,,,
3820,1/14/2024,8212,9,1,1,5.5,,,,,,,,
3821,1/14/2024,7964,23,24,5,20,,,,,,,,
3822,1/14/2024,6753,16,9,2,6.4,,,,,,,,
3823,1/14/2024,10887,13,6,4,22,,,,,,,,
3824,1/14/2024,7075,3,12,5,20,,,,,,,,
3825,1/14/2024,7063,10,15,1,6.5,,,,,,,,
3826,1/14/2024,2593,17,14,1,4.5,,,,,,,,
3827,1/14/2024,4411,20,35,2,7,,,,,,,,
3828,1/14/2024,2164,8,37,2,9,,,,,,,,
3829,1/14/2024,12062,29,9,2,9.6,,,,,,,,
3830,1/14/2024,12841,13,11,2,11,,,,,,,,
3831,1/14/2024,7298,5,2,1,4,,,,,,,,
3832,1/14/2024,7396,27,33,2,9,,,,,,,,
3833,1/14/2024,13807,5,22,2,8,,,,,,,,
3834,1/14/2024,12025,6,19,1,5,,,,,,,,
3835,1/14/2024,12619,19,23,2,10,,,,,,,,
3836,1/14/2024,8200,11,3,1,3.8,,,,,,,,
3837,1/14/2024,8461,17,26,1,4.5,,,,,,,,
3838,1/14/2024,1298,29,9,1,4.8,,,,,,,,
3839,1/14/2024,13570,17,11,1,4.5,,,,,,,,
3840,1/14/2024,2044,15,4,1,3,,,,,,,,
3841,1/14/2024,13377,1,25,2,6,,,,,,,,
3842,1/14/2024,13363,23,31,2,8,,,,,,,,
3843,1/14/2024,9599,6,28,1,5,,,,,,,,
3844,1/14/2024,11930,22,14,1,4,,,,,,,,
3845,1/14/2024,12282,20,18,3,10.5,,,,,,,,
3846,1/14/2024,4237,4,21,1,4.5,,,,,,,,
3847,1/14/2024,5240,19,14,2,10,,,,,,,,
3848,1/14/2024,2421,11,5,2,7.6,,,,,,,,
3849,1/14/2024,3980,7,4,1,4,,,,,,,,
3850,1/14/2024,4084,25,10,3,12,,,,,,,,
3851,1/14/2024,1434,8,39,4,18,,,,,,,,
3852,1/14/2024,4166,28,10,2,9.6,,,,,,,,
3853,1/14/2024,6528,30,21,4,20,,,,,,,,
3854,1/14/2024,13944,3,9,5,20,,,,,,,,
3855,1/14/2024,9423,13,3,3,16.5,,,,,,,,
3856,1/14/2024,9536,8,18,2,9,,,,,,,,
3857,1/14/2024,11145,13,9,2,11,,,,,,,,
3858,1/14/2024,8105,22,8,1,4,,,,,,,,
3859,1/14/2024,4070,25,7,4,16,,,,,,,,
3860,1/14/2024,12646,5,24,1,4,,,,,,,,
3861,1/14/2024,7476,18,32,4,14,,,,,,,,
3862,1/14/2024,13032,6,15,2,10,,,,,,,,
3863,1/14/2024,8528,24,7,3,12.6,,,,,,,,
3864,1/14/2024,9203,15,27,1,3,,,,,,,,
3865,1/14/2024,8962,6,39,4,20,,,,,,,,
3866,1/14/2024,6331,5,25,2,8,,,,,,,,
3867,1/14/2024,8356,23,37,1,4,,,,,,,,
3868,1/14/2024,9268,28,37,6,28.8,,,,,,,,
3869,1/14/2024,14806,11,31,3,11.4,,,,,,,,
3870,1/14/2024,11031,6,26,1,5,,,,,,,,
3871,1/15/2024,765,5,10,1,4,,,,,,,,
3872,1/15/2024,14799,3,34,1,4,,,,,,,,
3873,1/15/2024,7135,30,31,3,15,,,,,,,,
3874,1/15/2024,5980,20,1,2,7,,,,,,,,
3875,1/15/2024,3148,16,29,1,3.2,,,,,,,,
3876,1/15/2024,4256,26,6,1,4.5,,,,,,,,
3877,1/15/2024,10551,17,10,3,13.5,,,,,,,,
3878,1/15/2024,11215,3,38,1,4,,,,,,,,
3879,1/15/2024,3445,13,32,2,11,,,,,,,,
3880,1/15/2024,2566,28,6,3,14.4,,,,,,,,
3881,1/15/2024,12276,30,1,5,25,,,,,,,,
3882,1/15/2024,14311,6,14,5,25,,,,,,,,
3883,1/15/2024,5440,27,22,1,4.5,,,,,,,,
3884,1/15/2024,6131,15,37,2,6,,,,,,,,
3885,1/15/2024,13069,22,9,4,16,,,,,,,,
3886,1/15/2024,10600,5,6,1,4,,,,,,,,
3887,1/15/2024,11758,1,9,1,3,,,,,,,,
3888,1/15/2024,4584,6,28,1,5,,,,,,,,
3889,1/15/2024,5420,23,6,2,8,,,,,,,,
3890,1/15/2024,6627,7,21,1,4,,,,,,,,
3891,1/15/2024,1551,25,26,2,8,,,,,,,,
3892,1/15/2024,13807,19,6,1,5,,,,,,,,
3893,1/15/2024,13580,5,35,3,12,,,,,,,,
3894,1/15/2024,658,20,17,1,3.5,,,,,,,,
3895,1/15/2024,6720,5,37,3,12,,,,,,,,
3896,1/15/2024,8703,1,19,4,12,,,,,,,,
3897,1/15/2024,128,2,32,2,7,,,,,,,,
3898,1/15/2024,14977,14,9,2,6,,,,,,,,
3899,1/15/2024,2332,28,4,2,9.6,,,,,,,,
3900,1/15/2024,8858,20,10,2,7,,,,,,,,
3901,1/15/2024,6220,28,7,2,9.6,,,,,,,,
3902,1/15/2024,9100,4,19,5,22.5,,,,,,,,
3903,1/15/2024,7887,2,9,2,7,,,,,,,,
3904,1/15/2024,670,21,14,5,17.5,,,,,,,,
3905,1/15/2024,3382,16,4,5,16,,,,,,,,
3906,1/15/2024,35,8,8,6,27,,,,,,,,
3907,1/15/2024,3301,20,25,2,7,,,,,,,,
3908,1/15/2024,8428,13,31,2,11,,,,,,,,
3909,1/15/2024,12108,1,14,2,6,,,,,,,,
3910,1/15/2024,1722,8,12,3,13.5,,,,,,,,
3911,1/15/2024,13184,23,37,1,4,,,,,,,,
3912,1/15/2024,5405,5,6,5,20,,,,,,,,
3913,1/15/2024,13477,1,32,2,6,,,,,,,,
3914,1/15/2024,8675,17,40,2,9,,,,,,,,
3915,1/15/2024,5747,6,31,2,10,,,,,,,,
3916,1/15/2024,7229,4,6,2,9,,,,,,,,
3917,1/15/2024,433,17,1,4,18,,,,,,,,
3918,1/15/2024,3990,4,32,2,9,,,,,,,,
3919,1/15/2024,12561,17,7,4,18,,,,,,,,
3920,1/15/2024,6210,25,13,2,8,,,,,,,,
3921,1/15/2024,14954,2,1,3,10.5,,,,,,,,
3922,1/15/2024,14321,28,24,2,9.6,,,,,,,,
3923,1/15/2024,5420,6,20,2,10,,,,,,,,
3924,1/15/2024,3875,24,3,1,4.2,,,,,,,,
3925,1/15/2024,637,27,3,2,9,,,,,,,,
3926,1/15/2024,9266,11,32,2,7.6,,,,,,,,
3927,1/15/2024,8549,5,6,1,4,,,,,,,,
3928,1/15/2024,11179,20,14,1,3.5,,,,,,,,
3929,1/15/2024,12798,4,30,1,4.5,,,,,,,,
3930,1/15/2024,3511,7,2,2,8,,,,,,,,
3931,1/15/2024,1087,27,8,2,9,,,,,,,,
3932,1/15/2024,3791,22,20,1,4,,,,,,,,
3933,1/15/2024,3202,15,9,2,6,,,,,,,,
3934,1/15/2024,781,3,11,2,8,,,,,,,,
3935,1/15/2024,11956,20,1,2,7,,,,,,,,
3936,1/15/2024,10788,19,31,4,20,,,,,,,,
3937,1/15/2024,7416,17,21,4,18,,,,,,,,
3938,1/15/2024,8535,16,33,1,3.2,,,,,,,,
3939,1/15/2024,8055,7,32,2,8,,,,,,,,
3940,1/15/2024,8315,15,12,2,6,,,,,,,,
3941,1/15/2024,7373,20,6,1,3.5,,,,,,,,
3942,1/15/2024,13865,1,13,1,3,,,,,,,,
3943,1/15/2024,1339,8,32,1,4.5,,,,,,,,
3944,1/15/2024,3016,21,33,5,17.5,,,,,,,,
3945,1/15/2024,13064,30,31,2,10,,,,,,,,
3946,1/15/2024,10889,4,29,2,9,,,,,,,,
3947,1/15/2024,6682,27,2,2,9,,,,,,,,
3948,1/15/2024,14832,22,25,6,24,,,,,,,,
3949,1/15/2024,9323,14,13,2,6,,,,,,,,
3950,1/15/2024,12505,2,25,2,7,,,,,,,,
3951,1/15/2024,813,16,7,5,16,,,,,,,,
3952,1/15/2024,3915,10,36,2,13,,,,,,,,
3953,1/15/2024,9090,19,17,3,15,,,,,,,,
3954,1/15/2024,12386,8,36,2,9,,,,,,,,
3955,1/15/2024,792,19,6,4,20,,,,,,,,
3956,1/15/2024,4094,4,7,1,4.5,,,,,,,,
3957,1/15/2024,8059,22,26,2,8,,,,,,,,
3958,1/15/2024,9578,29,25,5,24,,,,,,,,
3959,1/15/2024,3522,23,18,2,8,,,,,,,,
3960,1/15/2024,7772,4,29,1,4.5,,,,,,,,
3961,1/15/2024,960,14,6,1,3,,,,,,,,
3962,1/15/2024,13894,3,14,2,8,,,,,,,,
3963,1/15/2024,8762,23,34,1,4,,,,,,,,
3964,1/15/2024,5577,8,24,2,9,,,,,,,,
3965,1/15/2024,12022,2,40,1,3.5,,,,,,,,
3966,1/15/2024,10701,4,40,2,9,,,,,,,,
3967,1/15/2024,1133,13,4,3,16.5,,,,,,,,
3968,1/15/2024,9224,20,1,1,3.5,,,,,,,,
3969,1/15/2024,2959,17,37,1,4.5,,,,,,,,
3970,1/15/2024,6196,23,17,1,4,,,,,,,,
3971,1/15/2024,11502,5,32,1,4,,,,,,,,
3972,1/15/2024,9764,3,29,2,8,,,,,,,,
3973,1/15/2024,14775,29,33,2,9.6,,,,,,,,
3974,1/15/2024,7251,4,31,1,4.5,,,,,,,,
3975,1/15/2024,522,30,7,2,10,,,,,,,,
3976,1/15/2024,5473,6,29,3,15,,,,,,,,
3977,1/15/2024,7858,26,1,2,9,,,,,,,,
3978,1/15/2024,9040,3,8,2,8,,,,,,,,
3979,1/15/2024,3226,20,2,1,3.5,,,,,,,,
3980,1/15/2024,1377,4,31,5,22.5,,,,,,,,
3981,1/15/2024,1470,11,4,2,7.6,,,,,,,,
3982,1/15/2024,4141,5,1,3,12,,,,,,,,
3983,1/15/2024,10735,27,37,2,9,,,,,,,,
3984,1/15/2024,3671,27,3,2,9,,,,,,,,
3985,1/15/2024,5419,25,19,1,4,,,,,,,,
3986,1/15/2024,13363,18,21,2,7,,,,,,,,
3987,1/15/2024,553,26,19,1,4.5,,,,,,,,
3988,1/15/2024,11085,3,9,3,12,,,,,,,,
3989,1/15/2024,7386,28,17,5,24,,,,,,,,
3990,1/15/2024,11807,4,39,4,18,,,,,,,,
3991,1/15/2024,8888,1,38,2,6,,,,,,,,
3992,1/15/2024,2818,5,24,1,4,,,,,,,,
3993,1/15/2024,6960,22,37,1,4,,,,,,,,
3994,1/15/2024,834,3,40,1,4,,,,,,,,
3995,1/15/2024,8475,29,23,1,4.8,,,,,,,,
3996,1/15/2024,4444,2,11,1,3.5,,,,,,,,
3997,1/15/2024,944,13,30,2,11,,,,,,,,
3998,1/15/2024,12782,3,3,1,4,,,,,,,,
3999,1/15/2024,1536,19,14,1,5,,,,,,,,
4000,1/15/2024,5686,14,21,1,3,,,,,,,,
4001,1/15/2024,7289,18,24,2,7,,,,,,,,
4002,1/15/2024,11200,4,6,3,13.5,,,,,,,,
4003,1/15/2024,4532,19,39,2,10,,,,,,,,
4004,1/15/2024,2231,1,39,1,3,,,,,,,,
4005,1/15/2024,1468,6,12,1,5,,,,,,,,
4006,1/15/2024,14069,13,28,1,5.5,,,,,,,,
4007,1/15/2024,10912,20,24,1,3.5,,,,,,,,
4008,1/15/2024,8549,7,24,1,4,,,,,,,,
4009,1/15/2024,12373,7,15,2,8,,,,,,,,
4010,1/15/2024,14248,4,33,1,4.5,,,,,,,,
4011,1/15/2024,10797,22,7,3,12,,,,,,,,
4012,1/15/2024,14118,1,32,5,15,,,,,,,,
4013,1/15/2024,13589,8,15,1,4.5,,,,,,,,
4014,1/15/2024,11916,2,4,1,3.5,,,,,,,,
4015,1/15/2024,4263,5,23,1,4,,,,,,,,
4016,1/15/2024,8379,26,10,2,9,,,,,,,,
4017,1/15/2024,4898,1,37,2,6,,,,,,,,
4018,1/15/2024,10159,2,39,1,3.5,,,,,,,,
4019,1/15/2024,3159,4,1,1,4.5,,,,,,,,
4020,1/15/2024,7800,6,39,2,10,,,,,,,,
4021,1/15/2024,10115,18,2,3,10.5,,,,,,,,
4022,1/15/2024,7172,25,1,1,4,,,,,,,,
4023,1/15/2024,11349,15,31,2,6,,,,,,,,
4024,1/15/2024,6006,15,35,2,6,,,,,,,,
4025,1/15/2024,4113,17,33,3,13.5,,,,,,,,
4026,1/15/2024,11656,10,30,2,13,,,,,,,,
4027,1/15/2024,2867,6,12,1,5,,,,,,,,
4028,1/15/2024,5581,23,32,1,4,,,,,,,,
4029,1/15/2024,8919,29,10,2,9.6,,,,,,,,
4030,1/15/2024,288,18,36,1,3.5,,,,,,,,
4031,1/15/2024,383,6,2,1,5,,,,,,,,
4032,1/15/2024,5396,30,33,2,10,,,,,,,,
4033,1/15/2024,4046,30,9,1,5,,,,,,,,
4034,1/15/2024,12492,14,10,1,3,,,,,,,,
4035,1/15/2024,1702,9,2,1,5.5,,,,,,,,
4036,1/15/2024,13832,1,16,1,3,,,,,,,,
4037,1/15/2024,1342,1,14,2,6,,,,,,,,
4038,1/15/2024,8603,3,2,3,12,,,,,,,,
4039,1/15/2024,9232,15,10,2,6,,,,,,,,
4040,1/15/2024,7075,24,32,2,8.4,,,,,,,,
4041,1/15/2024,7223,10,2,5,32.5,,,,,,,,
4042,1/15/2024,495,25,31,3,12,,,,,,,,
4043,1/15/2024,10050,10,13,2,13,,,,,,,,
4044,1/15/2024,5944,25,25,5,20,,,,,,,,
4045,1/15/2024,4558,19,30,1,5,,,,,,,,
4046,1/15/2024,774,20,19,3,10.5,,,,,,,,
4047,1/15/2024,14887,30,36,1,5,,,,,,,,
4048,1/15/2024,2337,10,33,4,26,,,,,,,,
4049,1/15/2024,944,18,19,1,3.5,,,,,,,,
4050,1/15/2024,961,8,3,3,13.5,,,,,,,,
4051,1/15/2024,7841,9,3,4,22,,,,,,,,
4052,1/15/2024,8086,11,20,1,3.8,,,,,,,,
4053,1/15/2024,1963,6,9,2,10,,,,,,,,
4054,1/15/2024,3070,24,18,1,4.2,,,,,,,,
4055,1/15/2024,1399,19,37,2,10,,,,,,,,
4056,1/15/2024,6765,29,10,1,4.8,,,,,,,,
4057,1/15/2024,12494,8,8,3,13.5,,,,,,,,
4058,1/15/2024,12534,9,17,1,5.5,,,,,,,,
4059,1/15/2024,10397,25,4,2,8,,,,,,,,
4060,1/15/2024,6536,18,4,1,3.5,,,,,,,,
4061,1/15/2024,4934,7,36,1,4,,,,,,,,
4062,1/15/2024,7827,28,3,5,24,,,,,,,,
4063,1/15/2024,11366,3,19,2,8,,,,,,,,
4064,1/15/2024,2265,15,32,2,6,,,,,,,,
4065,1/15/2024,123,6,19,1,5,,,,,,,,
4066,1/15/2024,11044,9,3,1,5.5,,,,,,,,
4067,1/15/2024,6743,4,39,2,9,,,,,,,,
4068,1/15/2024,4393,4,26,3,13.5,,,,,,,,
4069,1/15/2024,12799,28,8,1,4.8,,,,,,,,
4070,1/15/2024,12387,25,4,2,8,,,,,,,,
4071,1/15/2024,4211,7,18,1,4,,,,,,,,
4072,1/15/2024,8792,7,38,1,4,,,,,,,,
4073,1/15/2024,14341,15,39,1,3,,,,,,,,
4074,1/15/2024,14036,8,1,1,4.5,,,,,,,,
4075,1/15/2024,8960,5,4,2,8,,,,,,,,
4076,1/15/2024,9147,15,1,1,3,,,,,,,,
4077,1/15/2024,7453,2,2,1,3.5,,,,,,,,
4078,1/15/2024,11378,1,8,2,6,,,,,,,,
4079,1/15/2024,4398,14,6,5,15,,,,,,,,
4080,1/15/2024,8939,2,26,2,7,,,,,,,,
4081,1/15/2024,14484,23,1,3,12,,,,,,,,
4082,1/15/2024,6763,24,17,4,16.8,,,,,,,,
4083,1/15/2024,1554,16,39,1,3.2,,,,,,,,
4084,1/15/2024,3200,24,10,3,12.6,,,,,,,,
4085,1/15/2024,1929,5,20,1,4,,,,,,,,
4086,1/15/2024,5830,6,25,3,15,,,,,,,,
4087,1/15/2024,6943,17,18,1,4.5,,,,,,,,
4088,1/15/2024,5608,24,7,1,4.2,,,,,,,,
4089,1/15/2024,790,9,10,2,11,,,,,,,,
4090,1/15/2024,4195,18,28,1,3.5,,,,,,,,
4091,1/15/2024,12044,18,17,2,7,,,,,,,,
4092,1/15/2024,7105,13,8,4,22,,,,,,,,
4093,1/15/2024,13633,9,18,1,5.5,,,,,,,,
4094,1/15/2024,9869,23,13,2,8,,,,,,,,
4095,1/15/2024,1555,27,14,2,9,,,,,,,,
4096,1/15/2024,2419,4,13,1,4.5,,,,,,,,
4097,1/15/2024,8695,12,7,3,15,,,,,,,,
4098,1/15/2024,12007,25,19,3,12,,,,,,,,
4099,1/15/2024,14795,6,39,2,10,,,,,,,,
4100,1/15/2024,4702,15,14,4,12,,,,,,,,
